--------- beginning of main
--------- beginning of system
08-05 17:34:53.576  2950 20409 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-05 17:36:29.075  2950 20651 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-05 17:36:29.075  2950 20651 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-05 17:36:31.456  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:31.456  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:31.457  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:31.457  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:31.457  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '57', toString = 'LruCache[maxSize=100,hits=14,misses=57,hitRate=19%]', 
08-05 17:36:31.457  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:32.031  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:32.035  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:32.444  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:32.444  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:32.444  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:32.444  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:32.444  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '58', toString = 'LruCache[maxSize=100,hits=14,misses=58,hitRate=19%]', 
08-05 17:36:32.444  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:32.845  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:32.848  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:34.764  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:34.765  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:34.765  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:34.765  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:34.765  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '59', toString = 'LruCache[maxSize=100,hits=14,misses=59,hitRate=19%]', 
08-05 17:36:34.765  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:35.316  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:35.320  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:38.723  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:38.724  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:38.724  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:38.724  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:38.724  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '60', toString = 'LruCache[maxSize=100,hits=14,misses=60,hitRate=18%]', 
08-05 17:36:38.724  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:39.324  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:39.328  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:39.820  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:39.820  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:39.820  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:39.820  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:39.820  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '61', toString = 'LruCache[maxSize=100,hits=14,misses=61,hitRate=18%]', 
08-05 17:36:39.821  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:40.220  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:40.223  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:40.611  2950 20648 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:36:40.615  2950 20648 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:40.627  2950 20647 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:36:40.629  2950 20647 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:40.637  2950 20652 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:36:40.640  2950 20652 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:40.640  2950 20646 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:36:40.642  2950 20646 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:41.476  2950 20650 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:36:41.479  2950 20650 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:41.502  2950 20645 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:36:41.507  2950 20645 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:42.131  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:42.131  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:42.131  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:42.131  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:42.131  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '62', toString = 'LruCache[maxSize=100,hits=14,misses=62,hitRate=18%]', 
08-05 17:36:42.131  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:42.676  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:42.679  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:46.096  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:46.097  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:46.097  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:46.097  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:46.097  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '63', toString = 'LruCache[maxSize=100,hits=14,misses=63,hitRate=18%]', 
08-05 17:36:46.097  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:46.682  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:46.686  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:47.107  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 17:36:47.109  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:47.109  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:47.109  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:47.109  2950 21299 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:36:47.110  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '64', toString = 'LruCache[maxSize=100,hits=14,misses=64,hitRate=17%]', 
08-05 17:36:47.110  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:36:47.495  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:47.498  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:49.408  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 17:36:49.409  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:49.409  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:49.409  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:49.409  2950 21299 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:36:49.409  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '65', toString = 'LruCache[maxSize=100,hits=14,misses=65,hitRate=17%]', 
08-05 17:36:49.410  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:36:49.954  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:49.958  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:53.364  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 17:36:53.366  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:53.366  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:53.366  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:53.366  2950 21299 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:36:53.366  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '14', createCount = '0', putCount = '11', evictionCount = '0', missCount = '66', toString = 'LruCache[maxSize=100,hits=14,misses=66,hitRate=17%]', 
08-05 17:36:53.366  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:36:53.945  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:53.948  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
